supplier_id,material_id,period_week,max_weekly_capacity_units
SUP_002,MAT_004,W01,12444
SUP_002,MAT_004,W02,12294
SUP_002,MAT_004,W03,13016
SUP_002,MAT_004,W04,11665
SUP_002,MAT_004,W05,12740
SUP_002,MAT_004,W06,13184
SUP_002,MAT_004,W07,12535
SUP_002,MAT_004,W08,13160
SUP_002,MAT_004,W09,12293
SUP_002,MAT_004,W10,13205
SUP_002,MAT_004,W11,12261
SUP_002,MAT_004,W12,13084
SUP_005,MAT_004,W01,11376
SUP_005,MAT_004,W02,10784
SUP_005,MAT_004,W03,11396
SUP_005,MAT_004,W04,11836
SUP_005,MAT_004,W05,11300
SUP_005,MAT_004,W06,10891
SUP_005,MAT_004,W07,12312
SUP_005,MAT_004,W08,10733
SUP_005,MAT_004,W09,12144
SUP_005,MAT_004,W10,10781
SUP_005,MAT_004,W11,10787
SUP_005,MAT_004,W12,11972
SUP_007,MAT_004,W01,7195
SUP_007,MAT_004,W02,7229
SUP_007,MAT_004,W03,7201
SUP_007,MAT_004,W04,6936
SUP_007,MAT_004,W05,6699
SUP_007,MAT_004,W06,6963
SUP_007,MAT_004,W07,7319
SUP_007,MAT_004,W08,7416
SUP_007,MAT_004,W09,7550
SUP_007,MAT_004,W10,7383
SUP_007,MAT_004,W11,7665
SUP_007,MAT_004,W12,7245
SUP_001,MAT_005,W01,10078
SUP_001,MAT_005,W02,10773
SUP_001,MAT_005,W03,10166
SUP_001,MAT_005,W04,10730
SUP_001,MAT_005,W05,11358
SUP_001,MAT_005,W06,10502
SUP_001,MAT_005,W07,10857
SUP_001,MAT_005,W08,10097
SUP_001,MAT_005,W09,10379
SUP_001,MAT_005,W10,10289
SUP_001,MAT_005,W11,10638
SUP_001,MAT_005,W12,10865
SUP_002,MAT_005,W01,5524
SUP_002,MAT_005,W02,5567
SUP_002,MAT_005,W03,5598
SUP_002,MAT_005,W04,5020
SUP_002,MAT_005,W05,5233
SUP_002,MAT_005,W06,5657
SUP_002,MAT_005,W07,5796
SUP_002,MAT_005,W08,5300
SUP_002,MAT_005,W09,5153
SUP_002,MAT_005,W10,5120
SUP_002,MAT_005,W11,5566
SUP_002,MAT_005,W12,5056
SUP_005,MAT_005,W01,5142
SUP_005,MAT_005,W02,5528
SUP_005,MAT_005,W03,5393
SUP_005,MAT_005,W04,5461
SUP_005,MAT_005,W05,5200
SUP_005,MAT_005,W06,5336
SUP_005,MAT_005,W07,5347
SUP_005,MAT_005,W08,5890
SUP_005,MAT_005,W09,5586
SUP_005,MAT_005,W10,5839
SUP_005,MAT_005,W11,5198
SUP_005,MAT_005,W12,5725
SUP_007,MAT_005,W01,5976
SUP_007,MAT_005,W02,5602
SUP_007,MAT_005,W03,5965
SUP_007,MAT_005,W04,5801
SUP_007,MAT_005,W05,5761
SUP_007,MAT_005,W06,5603
SUP_007,MAT_005,W07,6052
SUP_007,MAT_005,W08,5455
SUP_007,MAT_005,W09,5749
SUP_007,MAT_005,W10,5613
SUP_007,MAT_005,W11,5981
SUP_007,MAT_005,W12,5802
SUP_001,MAT_006,W01,9321
SUP_001,MAT_006,W02,9884
SUP_001,MAT_006,W03,10212
SUP_001,MAT_006,W04,9261
SUP_001,MAT_006,W05,9733
SUP_001,MAT_006,W06,9588
SUP_001,MAT_006,W07,9469
SUP_001,MAT_006,W08,9659
SUP_001,MAT_006,W09,9776
SUP_001,MAT_006,W10,9261
SUP_001,MAT_006,W11,10450
SUP_001,MAT_006,W12,9531
SUP_003,MAT_006,W01,11287
SUP_003,MAT_006,W02,10744
SUP_003,MAT_006,W03,11334
SUP_003,MAT_006,W04,11530
SUP_003,MAT_006,W05,10966
SUP_003,MAT_006,W06,11044
SUP_003,MAT_006,W07,11663
SUP_003,MAT_006,W08,11114
SUP_003,MAT_006,W09,11156
SUP_003,MAT_006,W10,10470
SUP_003,MAT_006,W11,10893
SUP_003,MAT_006,W12,11101
SUP_005,MAT_006,W01,12015
SUP_005,MAT_006,W02,11472
SUP_005,MAT_006,W03,10910
SUP_005,MAT_006,W04,10734
SUP_005,MAT_006,W05,11300
SUP_005,MAT_006,W06,12186
SUP_005,MAT_006,W07,11845
SUP_005,MAT_006,W08,12243
SUP_005,MAT_006,W09,12406
SUP_005,MAT_006,W10,10859
SUP_005,MAT_006,W11,12266
SUP_005,MAT_006,W12,11148
SUP_012,MAT_006,W01,11604
SUP_012,MAT_006,W02,11367
SUP_012,MAT_006,W03,11209
SUP_012,MAT_006,W04,11263
SUP_012,MAT_006,W05,11251
SUP_012,MAT_006,W06,10946
SUP_012,MAT_006,W07,11579
SUP_012,MAT_006,W08,10846
SUP_012,MAT_006,W09,11578
SUP_012,MAT_006,W10,12310
SUP_012,MAT_006,W11,11281
SUP_012,MAT_006,W12,11980
SUP_001,MAT_007,W01,7105
SUP_001,MAT_007,W02,6999
SUP_001,MAT_007,W03,7059
SUP_001,MAT_007,W04,7540
SUP_001,MAT_007,W05,7727
SUP_001,MAT_007,W06,7603
SUP_001,MAT_007,W07,7035
SUP_001,MAT_007,W08,7742
SUP_001,MAT_007,W09,7412
SUP_001,MAT_007,W10,7721
SUP_001,MAT_007,W11,7727
SUP_001,MAT_007,W12,7358
SUP_003,MAT_007,W01,10894
SUP_003,MAT_007,W02,10504
SUP_003,MAT_007,W03,9720
SUP_003,MAT_007,W04,9583
SUP_003,MAT_007,W05,10199
SUP_003,MAT_007,W06,9970
SUP_003,MAT_007,W07,9923
SUP_003,MAT_007,W08,9563
SUP_003,MAT_007,W09,10307
SUP_003,MAT_007,W10,9982
SUP_003,MAT_007,W11,10215
SUP_003,MAT_007,W12,9565
SUP_005,MAT_007,W01,9045
SUP_005,MAT_007,W02,10268
SUP_005,MAT_007,W03,10254
SUP_005,MAT_007,W04,9881
SUP_005,MAT_007,W05,9713
SUP_005,MAT_007,W06,9645
SUP_005,MAT_007,W07,9787
SUP_005,MAT_007,W08,10156
SUP_005,MAT_007,W09,10317
SUP_005,MAT_007,W10,9624
SUP_005,MAT_007,W11,10183
SUP_005,MAT_007,W12,9938
SUP_012,MAT_007,W01,10439
SUP_012,MAT_007,W02,10269
SUP_012,MAT_007,W03,11018
SUP_012,MAT_007,W04,10185
SUP_012,MAT_007,W05,10777
SUP_012,MAT_007,W06,10821
SUP_012,MAT_007,W07,11059
SUP_012,MAT_007,W08,9584
SUP_012,MAT_007,W09,10507
SUP_012,MAT_007,W10,9509
SUP_012,MAT_007,W11,10608
SUP_012,MAT_007,W12,11073
SUP_001,MAT_008,W01,13635
SUP_001,MAT_008,W02,12844
SUP_001,MAT_008,W03,13309
SUP_001,MAT_008,W04,13114
SUP_001,MAT_008,W05,13387
SUP_001,MAT_008,W06,13234
SUP_001,MAT_008,W07,13798
SUP_001,MAT_008,W08,14214
SUP_001,MAT_008,W09,13906
SUP_001,MAT_008,W10,12642
SUP_001,MAT_008,W11,12704
SUP_001,MAT_008,W12,13973
SUP_003,MAT_008,W01,9271
SUP_003,MAT_008,W02,10198
SUP_003,MAT_008,W03,10372
SUP_003,MAT_008,W04,9813
SUP_003,MAT_008,W05,9114
SUP_003,MAT_008,W06,9008
SUP_003,MAT_008,W07,9907
SUP_003,MAT_008,W08,10298
SUP_003,MAT_008,W09,9361
SUP_003,MAT_008,W10,9896
SUP_003,MAT_008,W11,9905
SUP_003,MAT_008,W12,9081
SUP_005,MAT_008,W01,6193
SUP_005,MAT_008,W02,6261
SUP_005,MAT_008,W03,6686
SUP_005,MAT_008,W04,6708
SUP_005,MAT_008,W05,6561
SUP_005,MAT_008,W06,6724
SUP_005,MAT_008,W07,6632
SUP_005,MAT_008,W08,6577
SUP_005,MAT_008,W09,6414
SUP_005,MAT_008,W10,6537
SUP_005,MAT_008,W11,6309
SUP_005,MAT_008,W12,6246
SUP_012,MAT_008,W01,10605
SUP_012,MAT_008,W02,11729
SUP_012,MAT_008,W03,10662
SUP_012,MAT_008,W04,11405
SUP_012,MAT_008,W05,10400
SUP_012,MAT_008,W06,11815
SUP_012,MAT_008,W07,10336
SUP_012,MAT_008,W08,10582
SUP_012,MAT_008,W09,11444
SUP_012,MAT_008,W10,10953
SUP_012,MAT_008,W11,11009
SUP_012,MAT_008,W12,11357
SUP_001,MAT_009,W01,12618
SUP_001,MAT_009,W02,13270
SUP_001,MAT_009,W03,14206
SUP_001,MAT_009,W04,12821
SUP_001,MAT_009,W05,13357
SUP_001,MAT_009,W06,12889
SUP_001,MAT_009,W07,14348
SUP_001,MAT_009,W08,14217
SUP_001,MAT_009,W09,14299
SUP_001,MAT_009,W10,12896
SUP_001,MAT_009,W11,13490
SUP_001,MAT_009,W12,13431
SUP_003,MAT_009,W01,9559
SUP_003,MAT_009,W02,9048
SUP_003,MAT_009,W03,9250
SUP_003,MAT_009,W04,9294
SUP_003,MAT_009,W05,8512
SUP_003,MAT_009,W06,8519
SUP_003,MAT_009,W07,9553
SUP_003,MAT_009,W08,9295
SUP_003,MAT_009,W09,9465
SUP_003,MAT_009,W10,8455
SUP_003,MAT_009,W11,9144
SUP_003,MAT_009,W12,8991
SUP_005,MAT_009,W01,12143
SUP_005,MAT_009,W02,11791
SUP_005,MAT_009,W03,11987
SUP_005,MAT_009,W04,12271
SUP_005,MAT_009,W05,13129
SUP_005,MAT_009,W06,12837
SUP_005,MAT_009,W07,12806
SUP_005,MAT_009,W08,11511
SUP_005,MAT_009,W09,11729
SUP_005,MAT_009,W10,12493
SUP_005,MAT_009,W11,12949
SUP_005,MAT_009,W12,12324
SUP_012,MAT_009,W01,6905
SUP_012,MAT_009,W02,6697
SUP_012,MAT_009,W03,6278
SUP_012,MAT_009,W04,6235
SUP_012,MAT_009,W05,6316
SUP_012,MAT_009,W06,6625
SUP_012,MAT_009,W07,6694
SUP_012,MAT_009,W08,7033
SUP_012,MAT_009,W09,6243
SUP_012,MAT_009,W10,7118
SUP_012,MAT_009,W11,7018
SUP_012,MAT_009,W12,7091
SUP_001,MAT_010,W01,5361
SUP_001,MAT_010,W02,5345
SUP_001,MAT_010,W03,5326
SUP_001,MAT_010,W04,5336
SUP_001,MAT_010,W05,5072
SUP_001,MAT_010,W06,5196
SUP_001,MAT_010,W07,5278
SUP_001,MAT_010,W08,5087
SUP_001,MAT_010,W09,5622
SUP_001,MAT_010,W10,5292
SUP_001,MAT_010,W11,5128
SUP_001,MAT_010,W12,5034
SUP_003,MAT_010,W01,13139
SUP_003,MAT_010,W02,12003
SUP_003,MAT_010,W03,13158
SUP_003,MAT_010,W04,12635
SUP_003,MAT_010,W05,11731
SUP_003,MAT_010,W06,11882
SUP_003,MAT_010,W07,12242
SUP_003,MAT_010,W08,13422
SUP_003,MAT_010,W09,12839
SUP_003,MAT_010,W10,13203
SUP_003,MAT_010,W11,12796
SUP_003,MAT_010,W12,11947
SUP_005,MAT_010,W01,9311
SUP_005,MAT_010,W02,9131
SUP_005,MAT_010,W03,9313
SUP_005,MAT_010,W04,9936
SUP_005,MAT_010,W05,9910
SUP_005,MAT_010,W06,9040
SUP_005,MAT_010,W07,10243
SUP_005,MAT_010,W08,9719
SUP_005,MAT_010,W09,9776
SUP_005,MAT_010,W10,9925
SUP_005,MAT_010,W11,9836
SUP_005,MAT_010,W12,10059
SUP_012,MAT_010,W01,9661
SUP_012,MAT_010,W02,9951
SUP_012,MAT_010,W03,9366
SUP_012,MAT_010,W04,9641
SUP_012,MAT_010,W05,10028
SUP_012,MAT_010,W06,9124
SUP_012,MAT_010,W07,10514
SUP_012,MAT_010,W08,9096
SUP_012,MAT_010,W09,9812
SUP_012,MAT_010,W10,9783
SUP_012,MAT_010,W11,10535
SUP_012,MAT_010,W12,9856
SUP_002,MAT_011,W01,12077
SUP_002,MAT_011,W02,10564
SUP_002,MAT_011,W03,11190
SUP_002,MAT_011,W04,11165
SUP_002,MAT_011,W05,11847
SUP_002,MAT_011,W06,11136
SUP_002,MAT_011,W07,10608
SUP_002,MAT_011,W08,10924
SUP_002,MAT_011,W09,11683
SUP_002,MAT_011,W10,10674
SUP_002,MAT_011,W11,11546
SUP_002,MAT_011,W12,11865
SUP_004,MAT_011,W01,6661
SUP_004,MAT_011,W02,7237
SUP_004,MAT_011,W03,7545
SUP_004,MAT_011,W04,6811
SUP_004,MAT_011,W05,7505
SUP_004,MAT_011,W06,7144
SUP_004,MAT_011,W07,7409
SUP_004,MAT_011,W08,7336
SUP_004,MAT_011,W09,7543
SUP_004,MAT_011,W10,6682
SUP_004,MAT_011,W11,7502
SUP_004,MAT_011,W12,7136
SUP_005,MAT_011,W01,9338
SUP_005,MAT_011,W02,10263
SUP_005,MAT_011,W03,10412
SUP_005,MAT_011,W04,9517
SUP_005,MAT_011,W05,9508
SUP_005,MAT_011,W06,9647
SUP_005,MAT_011,W07,10301
SUP_005,MAT_011,W08,9765
SUP_005,MAT_011,W09,9079
SUP_005,MAT_011,W10,10037
SUP_005,MAT_011,W11,9471
SUP_005,MAT_011,W12,10375
SUP_006,MAT_011,W01,6121
SUP_006,MAT_011,W02,5627
SUP_006,MAT_011,W03,5435
SUP_006,MAT_011,W04,5660
SUP_006,MAT_011,W05,6143
SUP_006,MAT_011,W06,6008
SUP_006,MAT_011,W07,6148
SUP_006,MAT_011,W08,5678
SUP_006,MAT_011,W09,6221
SUP_006,MAT_011,W10,5779
SUP_006,MAT_011,W11,5780
SUP_006,MAT_011,W12,6175
SUP_002,MAT_012,W01,13002
SUP_002,MAT_012,W02,12604
SUP_002,MAT_012,W03,13343
SUP_002,MAT_012,W04,13357
SUP_002,MAT_012,W05,14576
SUP_002,MAT_012,W06,12816
SUP_002,MAT_012,W07,13061
SUP_002,MAT_012,W08,12648
SUP_002,MAT_012,W09,13135
SUP_002,MAT_012,W10,13065
SUP_002,MAT_012,W11,13390
SUP_002,MAT_012,W12,13977
SUP_004,MAT_012,W01,7964
SUP_004,MAT_012,W02,7546
SUP_004,MAT_012,W03,7163
SUP_004,MAT_012,W04,8187
SUP_004,MAT_012,W05,7547
SUP_004,MAT_012,W06,8346
SUP_004,MAT_012,W07,7451
SUP_004,MAT_012,W08,8323
SUP_004,MAT_012,W09,8283
SUP_004,MAT_012,W10,7204
SUP_004,MAT_012,W11,7900
SUP_004,MAT_012,W12,7560
SUP_005,MAT_012,W01,8173
SUP_005,MAT_012,W02,7185
SUP_005,MAT_012,W03,7752
SUP_005,MAT_012,W04,7964
SUP_005,MAT_012,W05,7053
SUP_005,MAT_012,W06,7093
SUP_005,MAT_012,W07,7960
SUP_005,MAT_012,W08,7458
SUP_005,MAT_012,W09,7478
SUP_005,MAT_012,W10,7702
SUP_005,MAT_012,W11,7749
SUP_005,MAT_012,W12,7839
SUP_006,MAT_012,W01,10850
SUP_006,MAT_012,W02,11543
SUP_006,MAT_012,W03,11208
SUP_006,MAT_012,W04,11129
SUP_006,MAT_012,W05,10896
SUP_006,MAT_012,W06,11342
SUP_006,MAT_012,W07,10633
SUP_006,MAT_012,W08,10391
SUP_006,MAT_012,W09,11494
SUP_006,MAT_012,W10,11075
SUP_006,MAT_012,W11,10876
SUP_006,MAT_012,W12,11186
SUP_002,MAT_013,W01,9696
SUP_002,MAT_013,W02,9591
SUP_002,MAT_013,W03,8863
SUP_002,MAT_013,W04,9454
SUP_002,MAT_013,W05,9576
SUP_002,MAT_013,W06,10029
SUP_002,MAT_013,W07,8842
SUP_002,MAT_013,W08,8746
SUP_002,MAT_013,W09,8655
SUP_002,MAT_013,W10,8801
SUP_002,MAT_013,W11,9605
SUP_002,MAT_013,W12,10026
SUP_004,MAT_013,W01,10510
SUP_004,MAT_013,W02,10579
SUP_004,MAT_013,W03,10317
SUP_004,MAT_013,W04,9892
SUP_004,MAT_013,W05,9908
SUP_004,MAT_013,W06,9675
SUP_004,MAT_013,W07,10579
SUP_004,MAT_013,W08,10563
SUP_004,MAT_013,W09,9702
SUP_004,MAT_013,W10,10009
SUP_004,MAT_013,W11,9784
SUP_004,MAT_013,W12,11030
SUP_005,MAT_013,W01,6968
SUP_005,MAT_013,W02,7268
SUP_005,MAT_013,W03,7113
SUP_005,MAT_013,W04,7359
SUP_005,MAT_013,W05,7237
SUP_005,MAT_013,W06,7837
SUP_005,MAT_013,W07,6844
SUP_005,MAT_013,W08,7722
SUP_005,MAT_013,W09,6769
SUP_005,MAT_013,W10,7156
SUP_005,MAT_013,W11,7527
SUP_005,MAT_013,W12,7250
SUP_006,MAT_013,W01,12235
SUP_006,MAT_013,W02,12336
SUP_006,MAT_013,W03,10930
SUP_006,MAT_013,W04,12616
SUP_006,MAT_013,W05,11997
SUP_006,MAT_013,W06,11636
SUP_006,MAT_013,W07,12068
SUP_006,MAT_013,W08,11438
SUP_006,MAT_013,W09,12439
SUP_006,MAT_013,W10,12255
SUP_006,MAT_013,W11,11992
SUP_006,MAT_013,W12,11133
SUP_002,MAT_014,W01,7037
SUP_002,MAT_014,W02,7581
SUP_002,MAT_014,W03,6607
SUP_002,MAT_014,W04,6686
SUP_002,MAT_014,W05,6719
SUP_002,MAT_014,W06,6732
SUP_002,MAT_014,W07,6912
SUP_002,MAT_014,W08,7352
SUP_002,MAT_014,W09,6938
SUP_002,MAT_014,W10,7615
SUP_002,MAT_014,W11,7563
SUP_002,MAT_014,W12,7507
SUP_004,MAT_014,W01,8662
SUP_004,MAT_014,W02,9769
SUP_004,MAT_014,W03,8776
SUP_004,MAT_014,W04,9287
SUP_004,MAT_014,W05,9271
SUP_004,MAT_014,W06,8512
SUP_004,MAT_014,W07,9310
SUP_004,MAT_014,W08,9238
SUP_004,MAT_014,W09,9222
SUP_004,MAT_014,W10,8626
SUP_004,MAT_014,W11,9286
SUP_004,MAT_014,W12,9690
SUP_005,MAT_014,W01,11108
SUP_005,MAT_014,W02,10638
SUP_005,MAT_014,W03,11079
SUP_005,MAT_014,W04,9736
SUP_005,MAT_014,W05,9765
SUP_005,MAT_014,W06,10769
SUP_005,MAT_014,W07,10660
SUP_005,MAT_014,W08,10785
SUP_005,MAT_014,W09,10980
SUP_005,MAT_014,W10,10390
SUP_005,MAT_014,W11,10765
SUP_005,MAT_014,W12,10527
SUP_006,MAT_014,W01,13468
SUP_006,MAT_014,W02,14956
SUP_006,MAT_014,W03,13899
SUP_006,MAT_014,W04,14617
SUP_006,MAT_014,W05,14350
SUP_006,MAT_014,W06,13486
SUP_006,MAT_014,W07,12985
SUP_006,MAT_014,W08,12956
SUP_006,MAT_014,W09,13803
SUP_006,MAT_014,W10,13902
SUP_006,MAT_014,W11,13277
SUP_006,MAT_014,W12,14175
SUP_002,MAT_015,W01,10706
SUP_002,MAT_015,W02,9828
SUP_002,MAT_015,W03,10911
SUP_002,MAT_015,W04,9870
SUP_002,MAT_015,W05,9956
SUP_002,MAT_015,W06,10543
SUP_002,MAT_015,W07,10145
SUP_002,MAT_015,W08,9483
SUP_002,MAT_015,W09,9702
SUP_002,MAT_015,W10,9509
SUP_002,MAT_015,W11,10039
SUP_002,MAT_015,W12,9539
SUP_004,MAT_015,W01,5633
SUP_004,MAT_015,W02,5720
SUP_004,MAT_015,W03,5936
SUP_004,MAT_015,W04,5594
SUP_004,MAT_015,W05,6169
SUP_004,MAT_015,W06,5511
SUP_004,MAT_015,W07,5668
SUP_004,MAT_015,W08,5901
SUP_004,MAT_015,W09,5654
SUP_004,MAT_015,W10,6074
SUP_004,MAT_015,W11,5827
SUP_004,MAT_015,W12,5842
SUP_005,MAT_015,W01,13969
SUP_005,MAT_015,W02,13165
SUP_005,MAT_015,W03,12307
SUP_005,MAT_015,W04,12946
SUP_005,MAT_015,W05,13080
SUP_005,MAT_015,W06,12624
SUP_005,MAT_015,W07,13346
SUP_005,MAT_015,W08,12219
SUP_005,MAT_015,W09,12710
SUP_005,MAT_015,W10,13376
SUP_005,MAT_015,W11,13893
SUP_005,MAT_015,W12,13534
SUP_006,MAT_015,W01,9737
SUP_006,MAT_015,W02,10218
SUP_006,MAT_015,W03,9574
SUP_006,MAT_015,W04,10273
SUP_006,MAT_015,W05,10033
SUP_006,MAT_015,W06,10089
SUP_006,MAT_015,W07,9473
SUP_006,MAT_015,W08,9527
SUP_006,MAT_015,W09,9789
SUP_006,MAT_015,W10,9208
SUP_006,MAT_015,W11,9763
SUP_006,MAT_015,W12,9020
SUP_003,MAT_016,W01,13155
SUP_003,MAT_016,W02,13366
SUP_003,MAT_016,W03,13951
SUP_003,MAT_016,W04,13522
SUP_003,MAT_016,W05,13496
SUP_003,MAT_016,W06,12473
SUP_003,MAT_016,W07,12405
SUP_003,MAT_016,W08,12991
SUP_003,MAT_016,W09,14293
SUP_003,MAT_016,W10,13383
SUP_003,MAT_016,W11,12975
SUP_003,MAT_016,W12,12506
SUP_004,MAT_016,W01,13130
SUP_004,MAT_016,W02,12359
SUP_004,MAT_016,W03,12356
SUP_004,MAT_016,W04,13796
SUP_004,MAT_016,W05,13989
SUP_004,MAT_016,W06,13382
SUP_004,MAT_016,W07,12591
SUP_004,MAT_016,W08,14180
SUP_004,MAT_016,W09,12572
SUP_004,MAT_016,W10,14261
SUP_004,MAT_016,W11,12953
SUP_004,MAT_016,W12,13112
SUP_008,MAT_016,W01,10050
SUP_008,MAT_016,W02,9913
SUP_008,MAT_016,W03,9917
SUP_008,MAT_016,W04,9885
SUP_008,MAT_016,W05,10001
SUP_008,MAT_016,W06,9862
SUP_008,MAT_016,W07,9136
SUP_008,MAT_016,W08,9634
SUP_008,MAT_016,W09,9283
SUP_008,MAT_016,W10,9769
SUP_008,MAT_016,W11,9597
SUP_008,MAT_016,W12,10533
SUP_003,MAT_017,W01,5520
SUP_003,MAT_017,W02,5232
SUP_003,MAT_017,W03,5571
SUP_003,MAT_017,W04,5846
SUP_003,MAT_017,W05,5504
SUP_003,MAT_017,W06,5199
SUP_003,MAT_017,W07,5045
SUP_003,MAT_017,W08,5418
SUP_003,MAT_017,W09,5457
SUP_003,MAT_017,W10,5628
SUP_003,MAT_017,W11,5674
SUP_003,MAT_017,W12,5331
SUP_004,MAT_017,W01,8295
SUP_004,MAT_017,W02,9611
SUP_004,MAT_017,W03,8408
SUP_004,MAT_017,W04,8277
SUP_004,MAT_017,W05,8700
SUP_004,MAT_017,W06,8467
