material_id,plant_id,period_week,forecasted_demand_units
MAT_002,PLANT_01,W10,2193
MAT_002,PLANT_01,W11,2276
MAT_002,PLANT_01,W12,2400
MAT_002,PLANT_02,W01,744
MAT_002,PLANT_02,W02,654
MAT_002,PLANT_02,W03,706
MAT_002,PLANT_02,W04,694
MAT_002,PLANT_02,W05,765
MAT_002,PLANT_02,W06,716
MAT_002,PLANT_02,W07,749
MAT_002,PLANT_02,W08,697
MAT_002,PLANT_02,W09,727
MAT_002,PLANT_02,W10,776
MAT_002,PLANT_02,W11,755
MAT_002,PLANT_02,W12,799
MAT_002,PLANT_03,W01,1517
MAT_002,PLANT_03,W02,1685
MAT_002,PLANT_03,W03,1710
MAT_002,PLANT_03,W04,1674
MAT_002,PLANT_03,W05,1682
MAT_002,PLANT_03,W06,1654
MAT_002,PLANT_03,W07,1735
MAT_002,PLANT_03,W08,1593
MAT_002,PLANT_03,W09,1806
MAT_002,PLANT_03,W10,1599
MAT_002,PLANT_03,W11,1746
MAT_002,PLANT_03,W12,1788
MAT_002,PLANT_04,W01,2141
MAT_002,PLANT_04,W02,2190
MAT_002,PLANT_04,W03,1907
MAT_002,PLANT_04,W04,2143
MAT_002,PLANT_04,W05,2229
MAT_002,PLANT_04,W06,2214
MAT_002,PLANT_04,W07,2037
MAT_002,PLANT_04,W08,2199
MAT_002,PLANT_04,W09,2129
MAT_002,PLANT_04,W10,2235
MAT_002,PLANT_04,W11,2120
MAT_002,PLANT_04,W12,2447
MAT_002,PLANT_05,W01,1984
MAT_002,PLANT_05,W02,1931
MAT_002,PLANT_05,W03,2017
MAT_002,PLANT_05,W04,2244
MAT_002,PLANT_05,W05,2127
MAT_002,PLANT_05,W06,2310
MAT_002,PLANT_05,W07,2191
MAT_002,PLANT_05,W08,2311
MAT_002,PLANT_05,W09,2281
MAT_002,PLANT_05,W10,2280
MAT_002,PLANT_05,W11,2349
MAT_002,PLANT_05,W12,2293
MAT_003,PLANT_01,W01,1831
MAT_003,PLANT_01,W02,1814
MAT_003,PLANT_01,W03,1990
MAT_003,PLANT_01,W04,1800
MAT_003,PLANT_01,W05,1829
MAT_003,PLANT_01,W06,1867
MAT_003,PLANT_01,W07,2029
MAT_003,PLANT_01,W08,2022
MAT_003,PLANT_01,W09,2054
MAT_003,PLANT_01,W10,1954
MAT_003,PLANT_01,W11,1963
MAT_003,PLANT_01,W12,1927
MAT_003,PLANT_02,W01,955
MAT_003,PLANT_02,W02,1071
MAT_003,PLANT_02,W03,975
MAT_003,PLANT_02,W04,987
MAT_003,PLANT_02,W05,1055
MAT_003,PLANT_02,W06,1045
MAT_003,PLANT_02,W07,1026
MAT_003,PLANT_02,W08,1077
MAT_003,PLANT_02,W09,1156
MAT_003,PLANT_02,W10,1116
MAT_003,PLANT_02,W11,1130
MAT_003,PLANT_02,W12,1206
MAT_003,PLANT_03,W01,741
MAT_003,PLANT_03,W02,817
MAT_003,PLANT_03,W03,844
MAT_003,PLANT_03,W04,837
MAT_003,PLANT_03,W05,764
MAT_003,PLANT_03,W06,874
MAT_003,PLANT_03,W07,819
MAT_003,PLANT_03,W08,799
MAT_003,PLANT_03,W09,828
MAT_003,PLANT_03,W10,851
MAT_003,PLANT_03,W11,880
MAT_003,PLANT_03,W12,910
MAT_003,PLANT_04,W01,1189
MAT_003,PLANT_04,W02,1086
MAT_003,PLANT_04,W03,1241
MAT_003,PLANT_04,W04,1236
MAT_003,PLANT_04,W05,1196
MAT_003,PLANT_04,W06,1208
MAT_003,PLANT_04,W07,1140
MAT_003,PLANT_04,W08,1154
MAT_003,PLANT_04,W09,1293
MAT_003,PLANT_04,W10,1185
MAT_003,PLANT_04,W11,1188
MAT_003,PLANT_04,W12,1332
MAT_003,PLANT_05,W01,992
MAT_003,PLANT_05,W02,1122
MAT_003,PLANT_05,W03,1058
MAT_003,PLANT_05,W04,1114
MAT_003,PLANT_05,W05,1130
MAT_003,PLANT_05,W06,1132
MAT_003,PLANT_05,W07,1090
MAT_003,PLANT_05,W08,1196
MAT_003,PLANT_05,W09,1075
MAT_003,PLANT_05,W10,1095
MAT_003,PLANT_05,W11,1249
MAT_003,PLANT_05,W12,1184
MAT_004,PLANT_01,W01,806
MAT_004,PLANT_01,W02,921
MAT_004,PLANT_01,W03,926
MAT_004,PLANT_01,W04,841
MAT_004,PLANT_01,W05,965
MAT_004,PLANT_01,W06,852
MAT_004,PLANT_01,W07,983
MAT_004,PLANT_01,W08,926
MAT_004,PLANT_01,W09,976
MAT_004,PLANT_01,W10,955
MAT_004,PLANT_01,W11,950
MAT_004,PLANT_01,W12,966
MAT_004,PLANT_02,W01,1263
MAT_004,PLANT_02,W02,1273
MAT_004,PLANT_02,W03,1309
MAT_004,PLANT_02,W04,1452
MAT_004,PLANT_02,W05,1288
MAT_004,PLANT_02,W06,1428
MAT_004,PLANT_02,W07,1365
MAT_004,PLANT_02,W08,1391
MAT_004,PLANT_02,W09,1432
MAT_004,PLANT_02,W10,1477
MAT_004,PLANT_02,W11,1389
MAT_004,PLANT_02,W12,1452
MAT_004,PLANT_03,W01,869
MAT_004,PLANT_03,W02,911
MAT_004,PLANT_03,W03,944
MAT_004,PLANT_03,W04,877
MAT_004,PLANT_03,W05,992
MAT_004,PLANT_03,W06,940
MAT_004,PLANT_03,W07,876
MAT_004,PLANT_03,W08,938
MAT_004,PLANT_03,W09,995
MAT_004,PLANT_03,W10,973
MAT_004,PLANT_03,W11,1026
MAT_004,PLANT_03,W12,975
MAT_004,PLANT_04,W01,1758
MAT_004,PLANT_04,W02,1747
MAT_004,PLANT_04,W03,1710
MAT_004,PLANT_04,W04,1770
MAT_004,PLANT_04,W05,1763
MAT_004,PLANT_04,W06,1974
MAT_004,PLANT_04,W07,1962
MAT_004,PLANT_04,W08,1781
MAT_004,PLANT_04,W09,2065
MAT_004,PLANT_04,W10,1956
MAT_004,PLANT_04,W11,2044
MAT_004,PLANT_04,W12,2130
MAT_004,PLANT_05,W01,866
MAT_004,PLANT_05,W02,960
MAT_004,PLANT_05,W03,913
MAT_004,PLANT_05,W04,1006
MAT_004,PLANT_05,W05,1032
MAT_004,PLANT_05,W06,915
MAT_004,PLANT_05,W07,1066
MAT_004,PLANT_05,W08,962
MAT_004,PLANT_05,W09,1066
MAT_004,PLANT_05,W10,1070
MAT_004,PLANT_05,W11,1015
MAT_004,PLANT_05,W12,1098
MAT_005,PLANT_01,W01,2209
MAT_005,PLANT_01,W02,2260
MAT_005,PLANT_01,W03,2319
MAT_005,PLANT_01,W04,2503
MAT_005,PLANT_01,W05,2390
MAT_005,PLANT_01,W06,2505
MAT_005,PLANT_01,W07,2574
MAT_005,PLANT_01,W08,2471
MAT_005,PLANT_01,W09,2580
MAT_005,PLANT_01,W10,2449
MAT_005,PLANT_01,W11,2777
MAT_005,PLANT_01,W12,2764
MAT_005,PLANT_02,W01,2396
MAT_005,PLANT_02,W02,2283
MAT_005,PLANT_02,W03,2244
MAT_005,PLANT_02,W04,2336
MAT_005,PLANT_02,W05,2219
MAT_005,PLANT_02,W06,2297
MAT_005,PLANT_02,W07,2320
MAT_005,PLANT_02,W08,2458
MAT_005,PLANT_02,W09,2295
MAT_005,PLANT_02,W10,2654
MAT_005,PLANT_02,W11,2422
MAT_005,PLANT_02,W12,2423
MAT_005,PLANT_03,W01,1961
MAT_005,PLANT_03,W02,2192
MAT_005,PLANT_03,W03,2239
MAT_005,PLANT_03,W04,1996
MAT_005,PLANT_03,W05,2050
MAT_005,PLANT_03,W06,2259
MAT_005,PLANT_03,W07,2098
MAT_005,PLANT_03,W08,2112
MAT_005,PLANT_03,W09,2275
MAT_005,PLANT_03,W10,2246
MAT_005,PLANT_03,W11,2174
MAT_005,PLANT_03,W12,2408
MAT_005,PLANT_04,W01,1923
MAT_005,PLANT_04,W02,1854
MAT_005,PLANT_04,W03,1940
MAT_005,PLANT_04,W04,1912
MAT_005,PLANT_04,W05,1942
MAT_005,PLANT_04,W06,2213
MAT_005,PLANT_04,W07,2188
MAT_005,PLANT_04,W08,2264
MAT_005,PLANT_04,W09,2190
MAT_005,PLANT_04,W10,2065
MAT_005,PLANT_04,W11,2337
MAT_005,PLANT_04,W12,2274
MAT_005,PLANT_05,W01,1941
MAT_005,PLANT_05,W02,1796
MAT_005,PLANT_05,W03,1926
MAT_005,PLANT_05,W04,1826
MAT_005,PLANT_05,W05,1887
MAT_005,PLANT_05,W06,2023
MAT_005,PLANT_05,W07,1878
MAT_005,PLANT_05,W08,2079
MAT_005,PLANT_05,W09,2167
MAT_005,PLANT_05,W10,2189
MAT_005,PLANT_05,W11,2046
MAT_005,PLANT_05,W12,2247
MAT_006,PLANT_01,W01,1630
MAT_006,PLANT_01,W02,1812
MAT_006,PLANT_01,W03,1922
MAT_006,PLANT_01,W04,1957
MAT_006,PLANT_01,W05,1767
MAT_006,PLANT_01,W06,1886
MAT_006,PLANT_01,W07,2011
MAT_006,PLANT_01,W08,1808
MAT_006,PLANT_01,W09,2000
MAT_006,PLANT_01,W10,1878
MAT_006,PLANT_01,W11,2109
MAT_006,PLANT_01,W12,1900
MAT_006,PLANT_02,W01,821
MAT_006,PLANT_02,W02,811
MAT_006,PLANT_02,W03,828
MAT_006,PLANT_02,W04,788
MAT_006,PLANT_02,W05,757
MAT_006,PLANT_02,W06,791
MAT_006,PLANT_02,W07,861
MAT_006,PLANT_02,W08,827
MAT_006,PLANT_02,W09,891
MAT_006,PLANT_02,W10,892
MAT_006,PLANT_02,W11,818
MAT_006,PLANT_02,W12,876
MAT_006,PLANT_03,W01,1568
MAT_006,PLANT_03,W02,1566
MAT_006,PLANT_03,W03,1492
MAT_006,PLANT_03,W04,1483
MAT_006,PLANT_03,W05,1539
MAT_006,PLANT_03,W06,1453
MAT_006,PLANT_03,W07,1559
MAT_006,PLANT_03,W08,1666
MAT_006,PLANT_03,W09,1634
MAT_006,PLANT_03,W10,1660
MAT_006,PLANT_03,W11,1555
MAT_006,PLANT_03,W12,1552
MAT_006,PLANT_04,W01,2157
MAT_006,PLANT_04,W02,2180
MAT_006,PLANT_04,W03,2298
MAT_006,PLANT_04,W04,2268
MAT_006,PLANT_04,W05,2384
MAT_006,PLANT_04,W06,2616
MAT_006,PLANT_04,W07,2373
MAT_006,PLANT_04,W08,2369
MAT_006,PLANT_04,W09,2720
MAT_006,PLANT_04,W10,2762
MAT_006,PLANT_04,W11,2551
MAT_006,PLANT_04,W12,2820
MAT_006,PLANT_05,W01,1639
MAT_006,PLANT_05,W02,1589
MAT_006,PLANT_05,W03,1665
MAT_006,PLANT_05,W04,1672
MAT_006,PLANT_05,W05,1647
MAT_006,PLANT_05,W06,1569
MAT_006,PLANT_05,W07,1659
MAT_006,PLANT_05,W08,1841
MAT_006,PLANT_05,W09,1717
MAT_006,PLANT_05,W10,1773
MAT_006,PLANT_05,W11,1886
MAT_006,PLANT_05,W12,1807
MAT_007,PLANT_01,W01,1883
MAT_007,PLANT_01,W02,1893
MAT_007,PLANT_01,W03,1858
MAT_007,PLANT_01,W04,2044
MAT_007,PLANT_01,W05,2151
MAT_007,PLANT_01,W06,1960
MAT_007,PLANT_01,W07,2049
MAT_007,PLANT_01,W08,2093
MAT_007,PLANT_01,W09,2075
MAT_007,PLANT_01,W10,2213
MAT_007,PLANT_01,W11,2217
MAT_007,PLANT_01,W12,2115
MAT_007,PLANT_02,W01,621
MAT_007,PLANT_02,W02,674
MAT_007,PLANT_02,W03,717
MAT_007,PLANT_02,W04,672
MAT_007,PLANT_02,W05,643
MAT_007,PLANT_02,W06,720
MAT_007,PLANT_02,W07,695
MAT_007,PLANT_02,W08,747
MAT_007,PLANT_02,W09,690
MAT_007,PLANT_02,W10,737
MAT_007,PLANT_02,W11,718
MAT_007,PLANT_02,W12,724
MAT_007,PLANT_03,W01,1352
MAT_007,PLANT_03,W02,1385
MAT_007,PLANT_03,W03,1361
MAT_007,PLANT_03,W04,1422
MAT_007,PLANT_03,W05,1386
MAT_007,PLANT_03,W06,1412
MAT_007,PLANT_03,W07,1383
MAT_007,PLANT_03,W08,1552
MAT_007,PLANT_03,W09,1550
MAT_007,PLANT_03,W10,1438
MAT_007,PLANT_03,W11,1512
MAT_007,PLANT_03,W12,1572
MAT_007,PLANT_04,W01,2179
MAT_007,PLANT_04,W02,2193
MAT_007,PLANT_04,W03,2317
MAT_007,PLANT_04,W04,2335
MAT_007,PLANT_04,W05,2224
MAT_007,PLANT_04,W06,2290
MAT_007,PLANT_04,W07,2429
MAT_007,PLANT_04,W08,2320
MAT_007,PLANT_04,W09,2486
MAT_007,PLANT_04,W10,2372
MAT_007,PLANT_04,W11,2262
MAT_007,PLANT_04,W12,2571
MAT_007,PLANT_05,W01,1908
MAT_007,PLANT_05,W02,2110
MAT_007,PLANT_05,W03,2117
MAT_007,PLANT_05,W04,2159
MAT_007,PLANT_05,W05,2320
MAT_007,PLANT_05,W06,2069
MAT_007,PLANT_05,W07,2358
MAT_007,PLANT_05,W08,2218
MAT_007,PLANT_05,W09,2408
MAT_007,PLANT_05,W10,2174
MAT_007,PLANT_05,W11,2214
MAT_007,PLANT_05,W12,2232
MAT_008,PLANT_01,W01,678
MAT_008,PLANT_01,W02,748
MAT_008,PLANT_01,W03,696
MAT_008,PLANT_01,W04,766
MAT_008,PLANT_01,W05,733
MAT_008,PLANT_01,W06,764
MAT_008,PLANT_01,W07,709
MAT_008,PLANT_01,W08,789
MAT_008,PLANT_01,W09,798
MAT_008,PLANT_01,W10,713
MAT_008,PLANT_01,W11,757
MAT_008,PLANT_01,W12,766
MAT_008,PLANT_02,W01,1339
MAT_008,PLANT_02,W02,1286
MAT_008,PLANT_02,W03,1381
MAT_008,PLANT_02,W04,1213
MAT_008,PLANT_02,W05,1368
MAT_008,PLANT_02,W06,1360
MAT_008,PLANT_02,W07,1415
MAT_008,PLANT_02,W08,1294
MAT_008,PLANT_02,W09,1317
MAT_008,PLANT_02,W10,1417
MAT_008,PLANT_02,W11,1435
MAT_008,PLANT_02,W12,1528
MAT_008,PLANT_03,W01,859
MAT_008,PLANT_03,W02,822
MAT_008,PLANT_03,W03,772
MAT_008,PLANT_03,W04,806
MAT_008,PLANT_03,W05,848
MAT_008,PLANT_03,W06,833
MAT_008,PLANT_03,W07,851
MAT_008,PLANT_03,W08,857
MAT_008,PLANT_03,W09,880
MAT_008,PLANT_03,W10,905
MAT_008,PLANT_03,W11,842
MAT_008,PLANT_03,W12,882
MAT_008,PLANT_04,W01,910
MAT_008,PLANT_04,W02,930
MAT_008,PLANT_04,W03,901
MAT_008,PLANT_04,W04,911
MAT_008,PLANT_04,W05,991
MAT_008,PLANT_04,W06,974
MAT_008,PLANT_04,W07,893
MAT_008,PLANT_04,W08,965
MAT_008,PLANT_04,W09,946
MAT_008,PLANT_04,W10,972
MAT_008,PLANT_04,W11,978
MAT_008,PLANT_04,W12,1054
MAT_008,PLANT_05,W01,1192
MAT_008,PLANT_05,W02,1249
MAT_008,PLANT_05,W03,1304
MAT_008,PLANT_05,W04,1201
MAT_008,PLANT_05,W05,1368
MAT_008,PLANT_05,W06,1237
MAT_008,PLANT_05,W07,1418
MAT_008,PLANT_05,W08,1328
MAT_008,PLANT_05,W09,1419
MAT_008,PLANT_05,W10,1323
MAT_008,PLANT_05,W11,1367
MAT_008,PLANT_05,W12,1427
MAT_009,PLANT_01,W01,974
MAT_009,PLANT_01,W02,1060
MAT_009,PLANT_01,W03,993
MAT_009,PLANT_01,W04,1016
MAT_009,PLANT_01,W05,1033
MAT_009,PLANT_01,W06,1023
MAT_009,PLANT_01,W07,984
MAT_009,PLANT_01,W08,1112
MAT_009,PLANT_01,W09,1010
MAT_009,PLANT_01,W10,1123
MAT_009,PLANT_01,W11,1086
MAT_009,PLANT_01,W12,1158
MAT_009,PLANT_02,W01,1774
MAT_009,PLANT_02,W02,1566
MAT_009,PLANT_02,W03,1630
MAT_009,PLANT_02,W04,1822
MAT_009,PLANT_02,W05,1843
MAT_009,PLANT_02,W06,1706
MAT_009,PLANT_02,W07,1781
MAT_009,PLANT_02,W08,1925
MAT_009,PLANT_02,W09,1888
MAT_009,PLANT_02,W10,1793
MAT_009,PLANT_02,W11,1960
MAT_009,PLANT_02,W12,1895
MAT_009,PLANT_03,W01,2029
MAT_009,PLANT_03,W02,1978
MAT_009,PLANT_03,W03,1868
MAT_009,PLANT_03,W04,1966
MAT_009,PLANT_03,W05,1975
MAT_009,PLANT_03,W06,2155
MAT_009,PLANT_03,W07,2030
MAT_009,PLANT_03,W08,2076
MAT_009,PLANT_03,W09,2036
MAT_009,PLANT_03,W10,2209
MAT_009,PLANT_03,W11,2055
MAT_009,PLANT_03,W12,2252
MAT_009,PLANT_04,W01,758
MAT_009,PLANT_04,W02,780
MAT_009,PLANT_04,W03,761
MAT_009,PLANT_04,W04,822
MAT_009,PLANT_04,W05,881
MAT_009,PLANT_04,W06,876
MAT_009,PLANT_04,W07,860
MAT_009,PLANT_04,W08,873
MAT_009,PLANT_04,W09,831
MAT_009,PLANT_04,W10,858
MAT_009,PLANT_04,W11,818
MAT_009,PLANT_04,W12,923
MAT_009,PLANT_05,W01,2234
MAT_009,PLANT_05,W02,2188
MAT_009,PLANT_05,W03,2095
MAT_009,PLANT_05,W04,2135
MAT_009,PLANT_05,W05,2379
MAT_009,PLANT_05,W06,2205
MAT_009,PLANT_05,W07,2364
MAT_009,PLANT_05,W08,2507
MAT_009,PLANT_05,W09,2453
MAT_009,PLANT_05,W10,2478
MAT_009,PLANT_05,W11,2353
MAT_009,PLANT_05,W12,2594
MAT_010,PLANT_01,W01,2287
MAT_010,PLANT_01,W02,2279
MAT_010,PLANT_01,W03,2387
MAT_010,PLANT_01,W04,2494
MAT_010,PLANT_01,W05,2578
MAT_010,PLANT_01,W06,2446
MAT_010,PLANT_01,W07,2363
MAT_010,PLANT_01,W08,2545
MAT_010,PLANT_01,W09,2629
MAT_010,PLANT_01,W10,2725
MAT_010,PLANT_01,W11,2578
MAT_010,PLANT_01,W12,2708
MAT_010,PLANT_02,W01,1782
MAT_010,PLANT_02,W02,1923
MAT_010,PLANT_02,W03,1885
MAT_010,PLANT_02,W04,1865
MAT_010,PLANT_02,W05,1869
MAT_010,PLANT_02,W06,1906
MAT_010,PLANT_02,W07,1914
MAT_010,PLANT_02,W08,2048
MAT_010,PLANT_02,W09,2157
MAT_010,PLANT_02,W10,2091
MAT_010,PLANT_02,W11,1976
MAT_010,PLANT_02,W12,2095
MAT_010,PLANT_03,W01,1161
MAT_010,PLANT_03,W02,1158
MAT_010,PLANT_03,W03,1171
MAT_010,PLANT_03,W04,1148
MAT_010,PLANT_03,W05,1172
MAT_010,PLANT_03,W06,1189
MAT_010,PLANT_03,W07,1209
MAT_010,PLANT_03,W08,1210
MAT_010,PLANT_03,W09,1283
MAT_010,PLANT_03,W10,1167
MAT_010,PLANT_03,W11,1208
MAT_010,PLANT_03,W12,1216
MAT_010,PLANT_04,W01,680
MAT_010,PLANT_04,W02,733
MAT_010,PLANT_04,W03,722
MAT_010,PLANT_04,W04,679
MAT_010,PLANT_04,W05,727
MAT_010,PLANT_04,W06,732
MAT_010,PLANT_04,W07,735
MAT_010,PLANT_04,W08,725
MAT_010,PLANT_04,W09,783
MAT_010,PLANT_04,W10,729
MAT_010,PLANT_04,W11,731
MAT_010,PLANT_04,W12,725
MAT_010,PLANT_05,W01,2063
MAT_010,PLANT_05,W02,1870
MAT_010,PLANT_05,W03,1867
MAT_010,PLANT_05,W04,1900
MAT_010,PLANT_05,W05,1964
MAT_010,PLANT_05,W06,2158
MAT_010,PLANT_05,W07,2167
MAT_010,PLANT_05,W08,2010
MAT_010,PLANT_05,W09,2188
MAT_010,PLANT_05,W10,2104
MAT_010,PLANT_05,W11,2051
MAT_010,PLANT_05,W12,2157
MAT_011,PLANT_01,W01,2250
MAT_011,PLANT_01,W02,2122
MAT_011,PLANT_01,W03,2306
MAT_011,PLANT_01,W04,2156
MAT_011,PLANT_01,W05,2255
MAT_011,PLANT_01,W06,2239
MAT_011,PLANT_01,W07,2147
MAT_011,PLANT_01,W08,2150
MAT_011,PLANT_01,W09,2373
MAT_011,PLANT_01,W10,2380
MAT_011,PLANT_01,W11,2419
MAT_011,PLANT_01,W12,2394
MAT_011,PLANT_02,W01,998
MAT_011,PLANT_02,W02,1068
MAT_011,PLANT_02,W03,1003
MAT_011,PLANT_02,W04,1001
MAT_011,PLANT_02,W05,974
MAT_011,PLANT_02,W06,1114
MAT_011,PLANT_02,W07,1011
MAT_011,PLANT_02,W08,1033
MAT_011,PLANT_02,W09,1079
MAT_011,PLANT_02,W10,1116
MAT_011,PLANT_02,W11,1182
MAT_011,PLANT_02,W12,1122
MAT_011,PLANT_03,W01,1319
MAT_011,PLANT_03,W02,1198
MAT_011,PLANT_03,W03,1193
MAT_011,PLANT_03,W04,1258
MAT_011,PLANT_03,W05,1403
MAT_011,PLANT_03,W06,1284
MAT_011,PLANT_03,W07,1248
MAT_011,PLANT_03,W08,1342
MAT_011,PLANT_03,W09,1308
MAT_011,PLANT_03,W10,1436
MAT_011,PLANT_03,W11,1411
MAT_011,PLANT_03,W12,1343
MAT_011,PLANT_04,W01,2301
MAT_011,PLANT_04,W02,2088
MAT_011,PLANT_04,W03,2301
MAT_011,PLANT_04,W04,2334
MAT_011,PLANT_04,W05,2279
MAT_011,PLANT_04,W06,2504
MAT_011,PLANT_04,W07,2325
MAT_011,PLANT_04,W08,2230
MAT_011,PLANT_04,W09,2313
MAT_011,PLANT_04,W10,2401
MAT_011,PLANT_04,W11,2301
MAT_011,PLANT_04,W12,2436
MAT_011,PLANT_05,W01,2317
MAT_011,PLANT_05,W02,2155
MAT_011,PLANT_05,W03,2178
MAT_011,PLANT_05,W04,2475
MAT_011,PLANT_05,W05,2315
MAT_011,PLANT_05,W06,2583
MAT_011,PLANT_05,W07,2402
MAT_011,PLANT_05,W08,2353
MAT_011,PLANT_05,W09,2528
MAT_011,PLANT_05,W10,2483
MAT_011,PLANT_05,W11,2422
MAT_011,PLANT_05,W12,2442
MAT_012,PLANT_01,W01,1186
MAT_012,PLANT_01,W02,1213
MAT_012,PLANT_01,W03,1228
MAT_012,PLANT_01,W04,1225
MAT_012,PLANT_01,W05,1288
MAT_012,PLANT_01,W06,1196
MAT_012,PLANT_01,W07,1375
MAT_012,PLANT_01,W08,1293
MAT_012,PLANT_01,W09,1357
MAT_012,PLANT_01,W10,1259
MAT_012,PLANT_01,W11,1416
MAT_012,PLANT_01,W12,1412
MAT_012,PLANT_02,W01,611
MAT_012,PLANT_02,W02,669
MAT_012,PLANT_02,W03,616
MAT_012,PLANT_02,W04,685
MAT_012,PLANT_02,W05,678
MAT_012,PLANT_02,W06,643
MAT_012,PLANT_02,W07,671
MAT_012,PLANT_02,W08,708
MAT_012,PLANT_02,W09,653
MAT_012,PLANT_02,W10,746
MAT_012,PLANT_02,W11,690
MAT_012,PLANT_02,W12,726
MAT_012,PLANT_03,W01,709
MAT_012,PLANT_03,W02,656
MAT_012,PLANT_03,W03,671
MAT_012,PLANT_03,W04,761
MAT_012,PLANT_03,W05,682
MAT_012,PLANT_03,W06,697
MAT_012,PLANT_03,W07,743
MAT_012,PLANT_03,W08,715
MAT_012,PLANT_03,W09,738
MAT_012,PLANT_03,W10,797
MAT_012,PLANT_03,W11,749
MAT_012,PLANT_03,W12,812
MAT_012,PLANT_04,W01,599
MAT_012,PLANT_04,W02,642
MAT_012,PLANT_04,W03,649
MAT_012,PLANT_04,W04,618
MAT_012,PLANT_04,W05,659
MAT_012,PLANT_04,W06,620
MAT_012,PLANT_04,W07,696
MAT_012,PLANT_04,W08,631
MAT_012,PLANT_04,W09,700
MAT_012,PLANT_04,W10,647
MAT_012,PLANT_04,W11,655
MAT_012,PLANT_04,W12,661
MAT_012,PLANT_05,W01,1023
MAT_012,PLANT_05,W02,1062
MAT_012,PLANT_05,W03,1083
MAT_012,PLANT_05,W04,1118
MAT_012,PLANT_05,W05,1031
MAT_012,PLANT_05,W06,1051
MAT_012,PLANT_05,W07,1023
MAT_012,PLANT_05,W08,1098
MAT_012,PLANT_05,W09,1168
MAT_012,PLANT_05,W10,1144
MAT_012,PLANT_05,W11,1123
MAT_012,PLANT_05,W12,1096
MAT_013,PLANT_01,W01,643
MAT_013,PLANT_01,W02,674
MAT_013,PLANT_01,W03,674
MAT_013,PLANT_01,W04,665
MAT_013,PLANT_01,W05,620
MAT_013,PLANT_01,W06,622
MAT_013,PLANT_01,W07,672
MAT_013,PLANT_01,W08,700
MAT_013,PLANT_01,W09,646
MAT_013,PLANT_01,W10,669
MAT_013,PLANT_01,W11,674
MAT_013,PLANT_01,W12,757
MAT_013,PLANT_02,W01,1160
MAT_013,PLANT_02,W02,1133
MAT_013,PLANT_02,W03,1295
MAT_013,PLANT_02,W04,1321
MAT_013,PLANT_02,W05,1331
MAT_013,PLANT_02,W06,1251
MAT_013,PLANT_02,W07,1326
MAT_013,PLANT_02,W08,1293
MAT_013,PLANT_02,W09,1247
MAT_013,PLANT_02,W10,1404
MAT_013,PLANT_02,W11,1426
MAT_013,PLANT_02,W12,1270
MAT_013,PLANT_03,W01,906
MAT_013,PLANT_03,W02,847
MAT_013,PLANT_03,W03,884
